region,latitude,longitude,temperature,oxygen_level,humidity,wind_speed,pressure,rainfall,ffmc,dmc,dc,isi,bui,fwi,historical_frequency,risk_score,risk_category,fire_occurrence
High Desert Plateau,34.889,-117.5069,40.33,22.34,35.78,12.31,1000.14,0.0,96.6,51.9,271.7,40.0,70.2,80.0,0.28,75.8,HIGH,1
Northern Boreal,49.216,-122.7935,21.63,20.72,48.69,15.31,1009.29,0.0,80.1,35.3,112.0,20.75,39.5,15.73,0.22,40.0,MEDIUM,0
High Desert Plateau,34.8134,-117.0589,29.47,20.3,21.5,20.04,1044.72,0.0,99.5,100.4,813.6,40.0,150.0,80.0,0.28,79.9,HIGH,1
Cascades Valley,45.1941,-121.8944,25.61,20.57,37.97,10.55,1026.08,0.0,88.4,7.2,360.7,27.37,13.7,10.58,0.18,39.9,MEDIUM,0
Northern Boreal,49.1018,-122.7426,38.68,21.17,59.73,8.88,1027.58,0.0,92.5,45.8,113.1,31.74,45.5,54.44,0.22,69.8,HIGH,1
Northern Boreal,49.4108,-122.4488,26.66,20.69,73.28,12.49,1005.87,0.44,71.2,44.4,454.0,12.21,71.3,12.09,0.22,25.8,LOW,0
High Desert Plateau,34.244,-116.9048,14.96,19.9,17.98,4.47,998.67,0.0,87.4,11.1,387.1,20.84,20.8,8.35,0.28,38.0,MEDIUM,0
Sierra Foothills,38.6293,-120.5613,12.3,20.8,7.16,3.62,1004.0,1.72,82.2,11.0,288.2,15.48,20.2,4.74,0.48,38.6,MEDIUM,0
Pacific Coast Ridge,37.4457,-122.4483,28.49,20.15,58.94,11.26,987.43,0.0,82.6,35.0,427.5,20.87,58.2,23.44,0.35,46.9,MEDIUM,0
Sierra Foothills,38.1509,-120.7833,39.18,20.74,35.41,17.86,985.01,1.05,97.8,66.8,104.7,40.0,51.5,80.0,0.48,75.1,HIGH,1
High Desert Plateau,34.287,-117.1965,14.3,19.89,77.3,16.78,1011.52,1.88,56.5,28.3,196.7,6.58,41.7,4.02,0.28,2.9,LOW,0
Pacific Coast Ridge,37.6124,-122.6033,19.44,19.08,46.42,2.57,999.59,2.39,69.8,105.4,395.7,7.92,126.5,13.97,0.35,0.3,LOW,0
Sierra Foothills,38.4127,-120.7867,20.44,21.53,34.48,11.16,997.29,1.48,77.4,25.0,653.6,16.02,45.7,11.33,0.48,31.8,MEDIUM,0
Pacific Coast Ridge,37.6544,-122.6871,14.24,20.72,40.63,16.26,1010.92,0.0,80.6,43.6,246.7,21.85,60.5,26.89,0.35,45.5,MEDIUM,0
Northern Boreal,49.057,-122.8787,18.64,21.17,98.0,4.9,995.03,1.45,48.6,68.1,329.0,3.0,89.7,6.06,0.22,5.4,LOW,0
Sierra Foothills,38.3801,-120.1639,26.42,21.67,75.99,18.24,1021.96,1.16,68.2,70.6,170.0,12.38,69.3,11.95,0.48,29.9,LOW,0
Pacific Coast Ridge,37.7315,-122.3979,39.48,20.81,45.58,16.99,997.07,5.96,78.3,180.0,343.5,19.88,150.0,54.78,0.35,36.7,MEDIUM,0
Pacific Coast Ridge,37.693,-122.6349,15.42,21.03,55.71,10.61,1008.21,0.0,70.1,35.0,155.5,10.91,44.8,6.66,0.35,20.4,LOW,0
Pacific Coast Ridge,38.3627,-122.0753,16.84,21.42,30.36,5.46,1029.15,0.0,84.8,35.4,151.3,19.0,44.7,14.93,0.35,35.2,MEDIUM,0
Sierra Foothills,38.1852,-120.6305,34.91,21.79,40.51,11.83,1002.19,0.0,96.6,76.5,328.7,40.0,96.7,80.0,0.48,72.6,HIGH,1
Cascades Valley,45.7133,-121.3073,27.72,20.66,49.13,14.37,994.43,0.42,83.0,92.2,208.1,23.43,87.5,45.56,0.18,50.7,MEDIUM,0
Sierra Foothills,38.2911,-121.0847,35.39,19.49,42.19,3.24,1021.1,0.5,94.5,40.2,354.7,28.31,62.7,53.17,0.48,68.9,HIGH,1
High Desert Plateau,34.2483,-117.1597,16.28,20.18,33.84,12.86,1013.22,0.0,82.1,28.1,164.2,21.4,39.3,16.73,0.28,37.5,MEDIUM,0
Sierra Foothills,38.5449,-120.4884,28.19,20.39,7.72,11.48,1011.81,0.0,99.5,23.8,335.7,40.0,40.5,80.0,0.48,85.1,CRITICAL,1
Pacific Coast Ridge,37.772,-122.303,28.54,20.92,61.14,14.79,1000.85,2.57,69.3,47.8,183.6,11.89,57.9,9.51,0.35,17.2,LOW,0
Northern Boreal,48.7089,-122.7697,9.1,20.88,51.29,9.77,1030.42,0.0,68.1,12.6,213.7,9.58,21.9,2.85,0.22,22.3,LOW,0
Sierra Foothills,38.7525,-120.7864,16.54,20.94,39.57,2.73,1015.19,0.0,77.2,28.7,347.6,11.57,47.6,7.57,0.48,27.9,LOW,0
Sierra Foothills,38.5308,-121.0516,33.69,20.74,29.1,10.84,1016.33,0.29,99.5,43.7,343.1,40.0,66.3,80.0,0.48,80.4,HIGH,1
Pacific Coast Ridge,38.3183,-122.1716,23.4,21.03,57.36,5.79,1005.99,0.0,78.9,16.4,455.9,14.3,30.0,6.28,0.35,17.1,LOW,0
Northern Boreal,49.2513,-122.7246,24.19,20.68,41.51,15.09,1021.42,0.0,88.1,55.0,654.2,30.96,90.9,80.0,0.22,56.3,MEDIUM,0
Northern Boreal,49.0664,-122.7707,26.5,20.91,47.82,8.22,1030.83,0.13,84.5,11.9,396.6,20.75,22.1,8.81,0.22,27.9,LOW,0
High Desert Plateau,34.2552,-117.1678,16.48,20.36,20.93,1.32,1044.49,0.0,85.8,91.5,406.2,16.75,117.1,31.27,0.28,45.2,MEDIUM,0
Sierra Foothills,38.5678,-120.7628,32.22,20.67,39.16,11.24,1040.06,0.0,91.6,63.4,660.8,32.88,102.2,80.0,0.48,62.6,HIGH,1
Northern Boreal,49.4303,-123.0015,31.54,22.34,66.4,10.94,1015.89,0.0,83.5,33.3,646.1,21.65,59.0,25.68,0.22,48.0,MEDIUM,0
Northern Boreal,49.3619,-123.4882,28.77,20.73,71.71,7.6,992.55,0.0,77.3,43.1,603.2,14.09,73.1,14.96,0.22,29.8,LOW,0
Cascades Valley,45.2869,-121.5903,26.4,21.78,77.59,4.57,1021.75,0.09,71.1,16.0,315.8,9.2,28.4,3.56,0.18,19.7,LOW,0
Cascades Valley,45.8856,-121.4804,31.33,21.44,52.37,15.38,1009.66,0.0,87.9,44.9,375.9,30.84,69.2,75.58,0.18,56.2,MEDIUM,0
Northern Boreal,49.3336,-123.0011,21.81,20.59,39.27,14.66,1003.18,1.49,79.2,46.4,220.0,19.48,60.7,21.3,0.22,36.3,MEDIUM,0
High Desert Plateau,34.9158,-117.3683,13.01,19.92,66.42,8.86,1006.72,0.0,67.2,12.9,126.2,8.86,20.6,2.49,0.28,7.8,LOW,0
Northern Boreal,49.241,-123.3534,44.75,21.98,40.49,12.63,981.26,0.0,99.5,73.4,173.2,40.0,71.3,80.0,0.22,87.4,CRITICAL,1
Pacific Coast Ridge,37.939,-122.3197,27.14,21.65,58.62,0.93,1001.0,0.0,81.0,45.7,289.8,12.88,65.6,11.88,0.35,20.9,LOW,0
Sierra Foothills,38.0669,-120.7636,34.69,20.44,69.4,10.6,992.79,0.0,82.7,16.1,269.9,20.5,28.0,10.87,0.48,46.8,MEDIUM,0
High Desert Plateau,34.1301,-117.2293,17.34,20.2,78.7,0.68,1016.98,0.0,65.2,40.8,314.8,5.75,61.6,5.48,0.28,10.3,LOW,0
Pacific Coast Ridge,37.5846,-121.9012,40.34,21.55,47.28,14.91,1008.48,1.27,94.0,58.8,721.0,40.0,97.6,80.0,0.35,62.5,HIGH,1
High Desert Plateau,34.5115,-117.4878,46.05,20.9,31.9,3.14,1026.83,0.11,99.5,57.3,451.6,36.22,87.0,80.0,0.28,85.1,CRITICAL,1
Pacific Coast Ridge,37.8021,-122.2361,23.21,21.34,55.02,7.44,1032.63,0.0,75.2,23.4,399.4,12.62,40.8,7.22,0.35,23.7,LOW,0
Sierra Foothills,38.2225,-120.9009,21.79,21.58,15.4,1.65,1021.33,1.89,90.0,33.5,239.6,21.03,49.7,20.33,0.48,34.9,MEDIUM,0
Sierra Foothills,38.9768,-120.6949,26.75,19.55,35.98,8.17,997.72,2.25,83.7,32.3,179.5,19.92,44.6,16.34,0.48,24.1,LOW,0
Cascades Valley,45.2998,-121.7348,35.46,20.41,45.89,11.6,1008.28,0.83,86.2,28.0,459.2,25.28,48.6,30.44,0.18,52.2,MEDIUM,0
Pacific Coast Ridge,38.1193,-122.4148,31.92,21.14,46.15,10.22,1025.22,1.69,80.3,33.6,199.1,18.0,47.3,14.31,0.35,28.1,LOW,0
Cascades Valley,45.5513,-121.9162,41.85,20.95,59.25,15.84,1007.72,0.0,88.4,148.8,627.0,32.09,150.0,80.0,0.18,67.5,HIGH,1
Pacific Coast Ridge,37.64,-122.4303,32.1,21.28,57.41,17.09,1027.08,0.0,91.5,134.7,424.9,38.75,150.0,80.0,0.35,55.1,MEDIUM,0
Cascades Valley,45.5052,-121.8542,21.01,19.67,47.24,17.11,981.52,0.0,86.9,53.4,549.7,30.76,86.0,80.0,0.18,58.5,MEDIUM,0
Sierra Foothills,38.8289,-120.4146,25.95,23.08,32.11,13.17,995.63,0.0,97.1,42.1,477.9,40.0,69.1,80.0,0.48,63.8,HIGH,1
High Desert Plateau,34.258,-117.0611,39.6,20.61,68.82,9.72,1034.86,2.55,71.8,110.6,251.2,11.51,105.3,16.64,0.28,22.1,LOW,0
Cascades Valley,45.3657,-121.5572,22.9,21.3,37.16,8.8,1022.92,1.76,79.3,19.7,219.9,16.32,32.2,8.22,0.18,17.1,LOW,0
Pacific Coast Ridge,37.4383,-122.2662,31.37,21.1,71.08,12.8,980.84,1.15,75.5,39.7,508.7,15.3,66.5,15.35,0.35,27.5,LOW,0
Pacific Coast Ridge,37.9456,-122.4719,34.62,20.48,28.78,19.01,1008.01,0.38,99.5,16.4,412.1,40.0,29.9,80.0,0.35,78.7,HIGH,1
Sierra Foothills,38.6907,-120.4136,27.34,20.49,78.68,8.68,1014.86,0.0,70.2,33.6,285.9,10.27,51.9,7.25,0.48,30.4,MEDIUM,0
Pacific Coast Ridge,37.3747,-122.3282,28.02,21.81,75.69,19.99,1007.51,0.0,73.8,37.0,420.0,17.12,60.7,16.81,0.35,39.8,MEDIUM,0
Northern Boreal,49.1589,-122.7022,25.75,22.9,43.54,19.16,1027.87,0.0,82.8,23.1,192.8,26.48,35.6,25.14,0.22,41.6,MEDIUM,0
High Desert Plateau,34.6204,-117.5832,27.22,19.26,53.19,6.19,1026.59,0.0,89.2,58.4,418.6,24.43,86.6,49.79,0.28,53.6,MEDIUM,0
Cascades Valley,45.6788,-122.0687,31.51,19.89,89.5,11.29,1039.2,0.0,69.2,29.0,850.0,10.62,53.5,7.74,0.18,30.7,MEDIUM,0
High Desert Plateau,34.1464,-117.4754,27.91,21.96,20.74,12.36,1041.03,0.55,93.4,48.9,469.3,37.33,77.6,80.0,0.28,58.4,MEDIUM,0
Sierra Foothills,38.0366,-121.3102,29.24,21.16,59.96,21.12,1031.1,0.0,91.8,73.6,652.4,40.0,114.8,80.0,0.48,68.8,HIGH,1
Cascades Valley,45.6674,-121.8463,28.68,20.35,41.55,12.73,1001.4,0.0,92.3,18.7,396.1,35.67,33.4,59.17,0.18,61.3,HIGH,1
Cascades Valley,45.5362,-121.19,18.25,21.1,54.14,15.14,1019.95,0.0,79.7,25.1,136.3,20.24,34.4,12.99,0.18,26.3,LOW,0
Northern Boreal,49.2704,-123.0153,23.29,20.57,77.0,12.19,998.5,1.95,62.8,26.1,291.2,7.92,42.7,4.71,0.22,4.3,LOW,0
Sierra Foothills,38.3673,-120.8337,25.0,21.33,54.93,3.11,1023.47,0.81,74.0,48.5,77.6,9.99,37.8,5.14,0.48,17.5,LOW,0
Pacific Coast Ridge,37.9906,-122.7244,29.61,20.24,44.93,15.39,1029.37,5.94,62.5,57.5,259.5,8.6,74.0,8.74,0.35,5.2,LOW,0
Northern Boreal,49.3568,-122.4642,17.14,20.3,35.3,19.04,1042.12,0.0,87.6,70.1,274.3,33.5,85.6,80.0,0.22,63.8,HIGH,1
Northern Boreal,49.0895,-123.1386,34.55,20.31,62.2,2.13,1015.24,0.0,81.4,69.2,339.3,13.89,91.6,18.38,0.22,38.4,MEDIUM,0
High Desert Plateau,34.6274,-117.127,41.92,20.86,28.41,12.78,1021.3,0.16,99.5,17.5,413.4,40.0,31.7,80.0,0.28,80.9,HIGH,1
High Desert Plateau,34.7657,-117.1506,26.45,21.63,51.34,7.29,1021.58,2.04,76.7,106.5,743.6,13.52,150.0,28.99,0.28,32.5,MEDIUM,0
High Desert Plateau,33.8098,-117.2627,35.18,19.3,41.03,20.42,1023.98,0.0,98.6,43.3,339.2,40.0,65.6,80.0,0.28,75.7,HIGH,1
Northern Boreal,49.2364,-122.3846,19.14,20.67,50.8,12.57,1002.78,0.0,84.5,98.8,264.5,23.97,102.2,56.16,0.22,50.6,MEDIUM,0
Pacific Coast Ridge,37.5784,-121.9988,31.94,20.48,24.58,15.33,1003.1,0.0,98.9,24.4,264.8,40.0,39.7,80.0,0.35,76.5,HIGH,1
Cascades Valley,45.8248,-121.5903,31.23,20.82,54.99,8.28,1001.06,2.86,69.8,96.2,850.0,9.89,150.0,20.17,0.18,16.7,LOW,0
High Desert Plateau,34.3173,-116.8348,18.37,20.64,95.15,13.76,1041.08,0.26,55.3,42.0,518.4,5.71,69.8,6.18,0.28,13.2,LOW,0
Pacific Coast Ridge,37.9982,-122.187,17.85,21.45,44.47,15.02,1029.59,0.0,86.3,30.7,396.7,28.17,51.5,43.06,0.35,53.0,MEDIUM,0
Sierra Foothills,38.7784,-121.0577,26.53,21.69,18.24,12.25,1008.95,0.0,99.5,74.5,348.4,40.0,97.1,80.0,0.48,67.3,HIGH,1
High Desert Plateau,34.123,-117.3658,34.76,20.87,23.42,15.07,1000.67,0.0,99.5,73.5,729.3,40.0,117.4,80.0,0.28,81.0,HIGH,1
Cascades Valley,45.0587,-121.6683,39.24,19.32,60.82,7.1,1016.23,0.0,91.5,126.9,286.8,28.32,120.5,80.0,0.18,67.8,HIGH,1
Sierra Foothills,38.48,-120.7156,43.94,20.02,42.39,21.18,1013.97,0.0,99.5,112.6,764.4,40.0,150.0,80.0,0.48,93.0,CRITICAL,1
Sierra Foothills,38.2417,-120.9514,31.07,18.97,5.0,11.14,1019.85,0.0,99.5,60.6,411.5,40.0,88.6,80.0,0.48,84.2,HIGH,1
Cascades Valley,45.4184,-122.2813,29.64,19.52,60.55,8.07,1004.67,0.0,81.7,32.9,559.3,17.95,57.4,17.26,0.18,33.5,MEDIUM,0
High Desert Plateau,34.5359,-117.6961,26.55,22.06,49.45,9.26,1031.14,0.0,89.1,27.3,226.6,27.06,42.0,31.43,0.28,47.8,MEDIUM,0
Northern Boreal,49.0387,-122.3846,29.96,20.85,43.83,13.21,1022.84,6.68,62.0,47.8,343.5,7.86,71.0,7.79,0.22,5.4,LOW,0
Cascades Valley,45.4727,-122.4253,32.93,21.1,58.9,9.35,993.87,1.09,81.8,53.5,327.8,18.85,75.9,25.01,0.18,37.9,MEDIUM,0
Cascades Valley,45.0941,-121.6566,16.76,20.81,49.89,10.94,1017.81,0.01,76.9,23.5,82.8,15.49,27.5,6.47,0.18,23.1,LOW,0
Cascades Valley,45.2954,-121.942,16.26,21.58,45.86,12.63,997.97,1.78,72.5,16.5,189.2,13.1,27.0,5.01,0.18,6.2,LOW,0
Sierra Foothills,38.412,-120.9851,19.23,20.96,58.95,6.37,1005.6,0.0,73.2,26.4,350.2,10.95,44.5,6.64,0.48,24.5,LOW,0
Pacific Coast Ridge,37.9788,-121.9828,28.09,21.0,29.08,23.9,1006.55,0.23,91.0,116.0,216.1,40.0,99.1,80.0,0.35,70.5,HIGH,1
Northern Boreal,49.4005,-122.9967,27.55,19.18,59.12,2.11,1014.61,0.0,80.1,68.1,845.6,13.03,113.4,20.87,0.22,25.9,LOW,0
High Desert Plateau,33.9169,-117.1879,32.31,21.35,56.55,11.19,1017.97,0.56,81.2,150.2,285.0,19.42,129.6,45.2,0.28,50.4,MEDIUM,0
High Desert Plateau,34.5489,-116.7944,29.11,20.44,79.72,10.31,1029.0,0.0,74.5,49.2,850.0,13.48,85.9,16.54,0.28,37.7,MEDIUM,0
Pacific Coast Ridge,37.4277,-122.1291,25.17,20.77,34.17,11.85,1025.3,0.0,90.4,7.4,500.9,31.54,14.2,16.62,0.35,45.0,MEDIUM,0
Cascades Valley,45.6954,-121.613,27.04,19.94,28.23,15.57,1017.54,0.0,93.7,132.0,369.3,40.0,139.4,80.0,0.18,75.3,HIGH,1
Northern Boreal,48.9095,-122.3545,26.63,21.44,53.28,11.84,1013.9,3.34,69.7,13.2,262.1,11.1,23.4,3.55,0.22,12.0,LOW,0
High Desert Plateau,34.4124,-117.1008,32.96,21.06,57.71,4.99,1001.19,0.61,82.2,69.9,347.5,16.33,93.1,23.82,0.28,40.9,MEDIUM,0
High Desert Plateau,34.8228,-116.9357,33.06,21.7,53.04,7.21,1008.25,1.28,86.8,9.7,205.5,22.42,17.3,8.14,0.28,35.4,MEDIUM,0
Cascades Valley,45.4402,-121.4184,31.14,21.58,46.27,6.82,1002.55,0.48,86.0,90.4,375.5,21.28,112.9,47.39,0.18,49.9,MEDIUM,0
Pacific Coast Ridge,37.7364,-122.4439,21.86,21.35,98.0,19.49,1032.52,2.63,54.8,59.4,698.1,6.5,98.0,9.38,0.35,3.8,LOW,0
Northern Boreal,48.9337,-122.4466,40.54,21.01,62.89,12.33,1018.4,0.0,92.8,48.7,551.5,36.08,79.9,80.0,0.22,65.8,HIGH,1
Pacific Coast Ridge,38.1416,-122.6172,29.38,21.27,59.57,14.47,1012.99,1.3,77.8,70.8,256.5,18.09,83.8,25.56,0.35,35.9,MEDIUM,0
Pacific Coast Ridge,37.5311,-122.3793,32.48,21.08,81.07,8.82,1012.14,0.0,74.8,55.5,737.0,12.99,93.4,17.12,0.35,34.3,MEDIUM,0
Northern Boreal,48.9107,-123.0114,30.18,20.35,5.81,2.18,1010.97,2.74,95.2,98.6,312.6,27.91,110.2,80.0,0.22,59.0,MEDIUM,0
Northern Boreal,49.0459,-123.0641,22.52,20.6,73.72,14.17,1033.58,0.0,67.3,16.3,286.7,10.57,28.5,4.1,0.22,19.9,LOW,0
High Desert Plateau,34.0606,-117.2815,25.02,20.7,40.74,10.77,998.36,1.24,84.6,23.1,504.1,22.76,41.5,20.2,0.28,36.5,MEDIUM,0
High Desert Plateau,34.5986,-117.216,18.73,20.85,45.04,9.52,1012.28,0.0,78.5,47.4,383.2,16.06,72.4,18.04,0.28,37.9,MEDIUM,0
Northern Boreal,48.9474,-123.3158,19.0,19.96,58.54,12.52,1006.15,0.0,74.5,59.1,400.3,14.42,86.3,18.25,0.22,31.0,MEDIUM,0
Sierra Foothills,38.5037,-120.7984,38.65,22.32,24.13,17.96,1018.78,0.0,99.5,100.0,289.5,40.0,107.3,80.0,0.48,84.3,HIGH,1
High Desert Plateau,34.4416,-117.3845,17.0,20.24,52.96,11.3,1024.84,2.35,63.0,48.5,372.6,7.79,73.1,7.97,0.28,6.7,LOW,0
Sierra Foothills,38.4463,-120.7253,25.08,20.43,64.6,15.31,1025.52,0.0,80.0,62.6,295.8,20.73,81.9,32.54,0.48,45.5,MEDIUM,0
Northern Boreal,49.4914,-122.8546,25.84,23.08,42.58,10.58,1001.07,3.05,76.3,44.0,569.7,14.84,73.7,16.26,0.22,18.3,LOW,0
High Desert Plateau,34.6501,-117.4308,34.08,20.77,37.49,4.15,1043.89,2.74,81.6,61.8,120.7,15.31,54.2,12.53,0.28,24.3,LOW,0
Pacific Coast Ridge,37.6204,-122.6801,35.84,21.44,58.34,3.61,1011.18,0.08,80.1,74.4,361.9,13.93,98.3,19.78,0.35,49.1,MEDIUM,0
Northern Boreal,49.3278,-122.9258,36.48,21.54,55.6,12.92,1026.48,0.0,87.1,57.1,132.3,27.61,54.9,43.44,0.22,71.6,HIGH,1
Cascades Valley,45.9694,-121.7762,18.91,20.58,66.54,14.12,982.95,0.0,69.5,36.7,546.3,11.76,62.8,10.18,0.18,21.3,LOW,0
Sierra Foothills,38.4848,-120.8272,31.37,19.97,51.17,12.98,982.47,0.0,88.6,33.3,483.9,29.73,56.8,55.52,0.48,66.2,HIGH,1
Northern Boreal,49.1026,-123.4573,19.64,18.93,23.87,12.52,994.79,0.0,86.6,45.5,254.3,26.54,62.8,44.64,0.22,62.2,HIGH,1
Northern Boreal,49.1883,-122.5706,31.85,21.41,65.54,12.16,1028.27,0.0,81.0,43.5,305.5,19.82,64.1,23.26,0.22,51.8,MEDIUM,0
High Desert Plateau,34.77,-117.1935,14.53,22.42,58.92,12.13,1007.54,0.0,64.0,41.5,284.5,8.43,60.8,7.06,0.28,22.5,LOW,0
High Desert Plateau,34.3605,-117.1993,17.7,19.72,68.75,8.67,1028.1,4.49,50.8,61.0,213.1,3.85,71.1,5.22,0.28,0.0,LOW,0
High Desert Plateau,34.5511,-116.7626,22.98,20.72,34.82,4.87,1000.81,0.0,89.4,76.5,169.5,23.35,71.9,37.1,0.28,51.2,MEDIUM,0
Cascades Valley,45.7373,-121.7438,13.09,20.41,55.43,7.21,1024.76,0.0,71.3,18.4,230.3,10.26,30.7,4.28,0.18,16.6,LOW,0
High Desert Plateau,34.3774,-117.6357,43.53,21.63,55.61,1.52,1003.61,2.75,83.5,36.5,717.6,15.04,64.8,14.58,0.28,29.4,LOW,0
Northern Boreal,49.4725,-123.5807,22.87,21.53,29.75,14.63,1023.53,0.0,89.7,50.1,276.7,33.16,69.0,80.0,0.22,62.9,HIGH,1
High Desert Plateau,34.6874,-117.2815,12.92,20.15,59.91,9.92,1029.09,0.0,72.2,60.3,159.6,11.85,62.0,10.14,0.28,16.8,LOW,0
Pacific Coast Ridge,38.0144,-122.4328,40.65,21.16,81.0,4.78,1036.28,3.03,70.2,68.2,508.2,8.85,102.1,12.37,0.35,16.9,LOW,0
High Desert Plateau,34.6795,-117.5796,29.97,20.45,38.32,6.15,1009.25,0.0,95.2,11.2,739.1,32.97,21.6,29.16,0.28,56.1,MEDIUM,0
Cascades Valley,45.8602,-122.036,22.48,19.96,62.71,8.79,1024.61,0.0,77.5,27.9,385.1,14.84,47.2,10.4,0.18,30.4,MEDIUM,0
Pacific Coast Ridge,37.8888,-122.5456,27.91,21.63,52.06,5.86,1016.81,6.21,61.7,52.7,376.1,6.02,78.0,7.13,0.35,0.0,LOW,0
Northern Boreal,48.7262,-123.3181,22.35,21.94,22.53,16.55,1029.29,0.0,95.1,52.0,548.9,40.0,84.1,80.0,0.22,64.9,HIGH,1
Northern Boreal,49.3282,-122.8461,18.56,21.02,13.85,9.06,1022.17,0.0,93.4,20.3,272.8,33.43,34.3,48.52,0.22,60.0,HIGH,1
Sierra Foothills,38.9139,-120.8467,48.0,20.62,21.63,4.07,1008.49,0.0,99.5,37.7,850.0,37.67,67.9,80.0,0.48,97.7,CRITICAL,1
Pacific Coast Ridge,38.157,-122.6456,37.76,21.32,46.52,2.54,1043.54,0.0,89.5,121.7,690.1,21.26,150.0,62.85,0.35,61.3,HIGH,1
Sierra Foothills,38.6862,-120.4991,31.07,21.34,28.52,7.95,1028.15,2.83,81.1,63.7,232.9,17.29,75.7,21.32,0.48,44.0,MEDIUM,0
Pacific Coast Ridge,37.7024,-122.191,20.52,22.05,65.9,2.11,1005.74,0.0,63.6,29.0,244.0,5.66,44.7,3.94,0.35,13.7,LOW,0
Pacific Coast Ridge,37.9946,-122.5847,17.66,20.64,36.95,17.44,994.94,0.0,88.9,43.8,388.4,34.32,68.3,80.0,0.35,55.0,MEDIUM,0
Cascades Valley,45.2657,-121.6527,27.44,20.95,69.78,11.83,1031.96,0.0,78.4,95.4,506.3,17.22,129.7,36.3,0.18,43.0,MEDIUM,0
Sierra Foothills,38.4257,-120.9489,27.4,20.56,34.63,12.76,996.26,0.0,94.3,44.6,628.1,39.52,75.8,80.0,0.48,66.1,HIGH,1
Cascades Valley,45.4982,-121.472,26.14,20.65,35.96,6.65,1012.96,0.0,90.8,38.0,509.5,26.88,64.0,47.09,0.18,55.3,MEDIUM,0
Pacific Coast Ridge,38.1414,-122.4644,28.39,20.35,61.36,10.06,1015.86,0.0,85.7,53.2,306.0,23.44,74.2,38.66,0.35,48.3,MEDIUM,0
Northern Boreal,49.0955,-123.0304,28.86,20.9,56.68,18.54,1011.61,0.0,86.4,36.8,347.8,31.16,58.2,65.63,0.22,52.0,MEDIUM,0
Pacific Coast Ridge,37.8773,-122.2502,36.42,20.43,45.19,13.67,1004.15,0.0,98.5,63.3,615.3,40.0,100.7,80.0,0.35,61.8,HIGH,1
Cascades Valley,45.5767,-121.9767,16.28,21.39,42.43,13.86,1004.3,0.1,81.3,25.5,263.6,21.16,41.1,17.05,0.18,36.5,MEDIUM,0
Sierra Foothills,38.3061,-120.6963,21.17,21.19,44.78,11.72,1019.43,0.0,81.0,53.4,127.0,19.55,52.1,18.39,0.48,46.0,MEDIUM,0
Sierra Foothills,38.5677,-120.5894,20.22,20.87,5.0,16.48,1029.03,0.0,94.4,56.0,646.8,40.0,92.1,80.0,0.48,81.5,HIGH,1
Cascades Valley,45.7174,-121.7241,23.03,20.27,15.16,5.85,995.28,1.84,91.1,30.8,693.2,26.55,55.4,39.38,0.18,45.5,MEDIUM,0
Sierra Foothills,38.8639,-120.8923,31.19,19.96,52.95,6.15,1024.76,0.0,84.0,37.8,140.0,18.7,45.2,14.65,0.48,47.9,MEDIUM,0
High Desert Plateau,34.6821,-117.2168,19.75,20.11,31.2,9.53,1018.81,0.32,88.2,47.9,147.1,26.12,52.8,35.99,0.28,51.7,MEDIUM,0
Northern Boreal,49.4228,-122.6943,28.42,20.92,60.63,9.51,982.55,0.0,80.3,36.4,138.7,17.52,44.0,12.69,0.22,33.2,MEDIUM,0
Northern Boreal,48.7176,-122.6343,22.98,20.57,82.62,13.73,1005.34,0.0,70.5,13.1,349.3,12.22,24.0,4.08,0.22,20.9,LOW,0
Northern Boreal,49.2575,-122.4623,29.35,20.25,58.85,4.84,1014.26,0.0,82.6,37.0,310.7,16.56,57.0,14.93,0.22,32.7,MEDIUM,0
Sierra Foothills,38.1767,-120.6986,23.55,20.73,45.14,21.0,1020.73,0.61,83.5,53.1,842.5,28.72,91.8,80.0,0.48,62.6,HIGH,1
Sierra Foothills,38.2497,-120.9613,22.61,22.23,76.15,10.86,1013.06,0.0,72.3,37.8,163.2,12.28,47.9,8.17,0.48,22.9,LOW,0
Pacific Coast Ridge,38.0321,-122.4478,22.25,21.55,18.45,10.38,999.18,0.0,91.3,12.3,307.8,31.39,22.3,25.78,0.35,52.0,MEDIUM,0
Pacific Coast Ridge,38.0838,-122.2956,36.62,20.45,38.69,1.27,1028.25,0.0,98.1,42.4,116.3,31.06,44.4,49.54,0.35,72.1,HIGH,1
Northern Boreal,48.7937,-123.3437,23.53,20.97,48.28,5.84,986.91,0.0,88.2,33.4,220.5,22.92,48.5,23.98,0.22,34.5,MEDIUM,0
High Desert Plateau,34.5109,-116.5762,21.15,20.78,37.72,10.92,1026.94,0.0,82.8,27.5,159.3,20.91,38.4,15.55,0.28,40.8,MEDIUM,0
Pacific Coast Ridge,37.6769,-122.1635,31.54,21.16,57.66,18.62,1025.01,0.0,86.6,22.9,307.0,31.53,38.6,45.19,0.35,69.5,HIGH,1
Pacific Coast Ridge,38.1589,-122.5009,25.97,20.59,35.17,21.55,995.01,0.03,94.0,48.0,130.2,40.0,50.0,80.0,0.35,70.5,HIGH,1
Sierra Foothills,38.3401,-120.9932,19.67,22.2,37.51,18.51,1028.37,0.0,85.3,15.8,362.4,29.47,28.4,27.09,0.48,53.6,MEDIUM,0
